상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행,encoded,brand_type,리뷰수,방문자_리뷰수,블로그_리뷰수,log_리뷰수,log_방문자_리뷰수,log_블로그_리뷰수
MA0101202306A0022986,역전할머니,역전할머니맥주군포,산본점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41410,군포시,41410620,광정동,4141010400,산본동,4141010400111400000,1140.0,,경기도 군포시 산본동 1140,414104400232,경기도 군포시 산본로323번길,경기도 군포시 산본로323번길 20-5,1.0,126.931472003763,37.3589338509679,1203738762,20.0,74.0,군포시 산본로323번길 역전할머니,경쟁사,261,344,58.0,5.568344503761097,5.84354441703136,4.07753744390572
MA0101202306A0031197,역전할머니,역전할머니맥주,하남감일점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41450,하남시,41450582,감일동,4145011400,감일동,4145011400105310003,531.0,3.0,경기도 하남시 감일동 531-3,414504856845,경기도 하남시 신우실로63번길,경기도 하남시 신우실로63번길 15,,127.163141514274,37.5096981763368,1085628828,20.0,32.0,하남시 신우실로63번길 역전할머니,경쟁사,80,68,24.0,4.394449154672439,4.23410650459726,3.2188758248682006
MA0101202309A0019896,역전할머니,역전할머니맥주경기광주삼동점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41610,광주시,41610560,광남1동,4161010700,삼동,4161010700102810014,281.0,14.0,경기도 광주시 삼동 281-14,416103211033,경기도 광주시 순암로,경기도 광주시 순암로 508,1.0,127.198758376162,37.4116226590434,1292391064,20.0,150.0,광주시 순암로 역전할머니,경쟁사,58,43,11.0,4.07753744390572,3.784189633918261,2.4849066497880004
MA0101202308A0092358,역전할머니,역전할머니맥주화성,반월점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41590,화성시,41590550,반월동,4159012000,반월동,4159012000100310001,31.0,1.0,경기도 화성시 반월동 31-1,415903177018,경기도 화성시 영통로,경기도 화성시 영통로 60,,127.062421001875,37.2357114190131,1618620966,20.0,149.0,화성시 영통로 역전할머니,경쟁사,350,338,54.0,5.860786223465865,5.82600010738045,4.007333185232471
MA0101202308A0081463,역전할머니,역전할머니맥주평택,안중점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41220,평택시,41220253,안중읍,4122025330,안중읍,4122025330108690000,869.0,,경기도 평택시 안중읍 현화리 869,412204364453,경기도 평택시 안중읍 안중로8번길,경기도 평택시 안중읍 안중로8번길 57,1.0,126.927049590597,36.9816319202972,1564897016,20.0,51.0,안중읍 안중로8번길 역전할머니,경쟁사,154,132,15.0,5.043425116919247,4.890349128221754,2.772588722239781
MA0101202308A0060797,역전할머니,역전할머니맥주남양주,진접역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360253,진접읍,4136025328,진접읍,4136025328110440000,1044.0,,경기도 남양주시 진접읍 금곡리 1044,413604391776,경기도 남양주시 진접읍 해밀예당1로216번길,경기도 남양주시 진접읍 해밀예당1로216번길 19-18,1.0,127.203036254417,37.7190617976927,1930537898,20.0,103.0,진접읍 해밀예당1로216번길 역전할머니,경쟁사,60,57,6.0,4.110873864173311,4.060443010546419,1.9459101490553132
MA0101202308A0047903,역전할머니,역전할머니맥주보정점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41463,용인시 기흥구,41463590,보정동,4146311800,보정동,4146311800112610004,1261.0,4.0,경기도 용인시 기흥구 보정동 1261-4,414633204055,경기도 용인시 기흥구 죽전로,경기도 용인시 기흥구 죽전로 10,,127.109852584153,37.3202665171996,1272666945,20.0,155.0,기흥구 죽전로 역전할머니,경쟁사,172,211,43.0,5.153291594497779,5.356586274672012,3.784189633918261
MA0101202310A0014419,역전할머니,역전할머니맥주오포능평점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41610,광주시,41610610,능평동,4161011600,능평동,4161011600101660010,166.0,10.0,경기도 광주시 능평동 166-10,416103211009,경기도 광주시 능평로,경기도 광주시 능평로 201,1.0,127.177287213584,37.345260379387,1743564761,20.0,14.0,광주시 능평로 역전할머니,경쟁사,71,103,18.0,4.276666119016055,4.6443908991413725,2.9444389791664403
MA0101202310A0018899,역전할머니,역전할머니맥주구리장자호수점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41310,구리시,41310590,수택3동,4131010500,수택동,4131010500108740008,874.0,8.0,경기도 구리시 수택동 874-8,413104388167,경기도 구리시 장자대로86번길,경기도 구리시 장자대로86번길 14-10,1.0,127.139409369753,37.5871333097855,1069547938,20.0,162.0,구리시 장자대로86번길 역전할머니,경쟁사,306,273,95.0,5.726847747587197,5.6131281063880705,4.564348191467836
MA0101202308A0037441,역전할머니,역전할머니맥주,공도점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41550,안성시,41550250,공도읍,4155025029,공도읍,4155025029108160005,816.0,5.0,경기도 안성시 공도읍 만정리 816-5,415503208052,경기도 안성시 공도읍 공도2로,경기도 안성시 공도읍 공도2로 27,1.0,127.171259527207,37.0005166200816,1664789586,20.0,65.0,공도읍 공도2로 역전할머니,경쟁사,112,127,7.0,4.727387818712341,4.852030263919617,2.0794415416798357
MA0101202309A0062676,역전할머니,역전할머니맥주에버랜드점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41461,용인시 처인구,41461250,포곡읍,4146125027,포곡읍,4146125027101910011,191.0,11.0,경기도 용인시 처인구 포곡읍 전대리 191-11,414614409732,경기도 용인시 처인구 포곡읍 전대로78번길,경기도 용인시 처인구 포곡읍 전대로78번길 13,,127.216978298649,37.2861405669573,1534049176,20.0,83.0,포곡읍 전대로78번길 역전할머니,경쟁사,177,199,33.0,5.181783550292085,5.298317366548036,3.5263605246161616
MA0101202311A0093215,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41196,부천시 오정구,41196510,성곡동,4119610200,여월동,4119610200100060011,6.0,11.0,경기도 부천시 오정구 여월동 6-11,411963186004,경기도 부천시 오정구 삼작로,경기도 부천시 오정구 삼작로 324,,126.797572499855,37.5198998016199,1104406299,20.0,31.0,오정구 삼작로 역전할머니,경쟁사,21,24,5.0,3.091042453358316,3.2188758248682006,1.791759469228055
MA0101202311A0070558,역전할머니,역전할머니맥주평택송화점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41220,평택시,41220250,팽성읍,4122025045,팽성읍,4122025045107750002,775.0,2.0,경기도 평택시 팽성읍 송화리 775-2,412204364349,경기도 평택시 팽성읍 송화택지로25번길,경기도 평택시 팽성읍 송화택지로25번길 25,1.0,127.057639461335,36.96404212367,1914402029,20.0,63.0,팽성읍 송화택지로25번길 역전할머니,경쟁사,92,97,13.0,4.532599493153256,4.584967478670572,2.6390573296152584
MA0101202406A0149985,역전할머니,역전할머니맥주정자역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41135,성남시 분당구,41135550,정자1동,4113510300,정자동,4113510300101570002,157.0,2.0,경기도 성남시 분당구 정자동 157-2,411354340264,경기도 성남시 분당구 성남대로331번길,경기도 성남시 분당구 성남대로331번길 9-3,1.0,127.107095989194,37.3652754791493,1053571029,20.0,293.0,분당구 성남대로331번길 역전할머니,경쟁사,376,432,55.0,5.932245187448011,6.07073772800249,4.02535169073515
MA0101202406A0168221,역전할머니,역전할머니맥주양주덕계역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41630,양주시,41630540,회천2동,4163011600,덕계동,4163011600109250003,925.0,3.0,경기도 양주시 덕계동 925-3,416303353002,경기도 양주시 덕계로,경기도 양주시 덕계로 140,,127.054242875482,37.8185555240054,1589740014,20.0,45.0,양주시 덕계로 역전할머니,경쟁사,69,58,14.0,4.248495242049359,4.07753744390572,2.70805020110221
MA0101202406A0148510,역전할머니,역전할머니맥주하남북,위례점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41450,하남시,41450585,위례동,4145011600,학암동,4145011600106330008,633.0,8.0,경기도 하남시 학암동 633-8,414504857022,경기도 하남시 위례학암로13번길,경기도 하남시 위례학암로13번길 28,1.0,127.159430453242,37.487835842393,1251289688,20.0,15.0,하남시 위례학암로13번길 역전할머니,경쟁사,9,14,9.0,2.302585092994046,2.70805020110221,2.302585092994046
MA0101202406A0143859,역전할머니,역전할머니맥주부천신흥,시장점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41196,부천시 오정구,41196570,신흥동,4119610700,삼정동,4119610700103140013,314.0,13.0,경기도 부천시 오정구 삼정동 314-13,411963000067,경기도 부천시 오정구 평천로,경기도 부천시 오정구 평천로 719,1.0,126.770584860686,37.5153364469739,1739324821,20.0,29.0,오정구 평천로 역전할머니,경쟁사,32,31,5.0,3.4965075614664802,3.4657359027997265,1.791759469228055
MA0101202406A0171132,역전할머니,역전할머니맥주부천범박점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41194,부천시 소사구,41194550,범박동,4119410300,범박동,4119410300102180002,218.0,2.0,경기도 부천시 소사구 범박동 218-2,411943186022,경기도 부천시 소사구 양지남로,경기도 부천시 소사구 양지남로 17,,126.813688905314,37.4710828118794,1973820010,20.0,32.0,소사구 양지남로 역전할머니,경쟁사,580,483,12.0,6.364750756851911,6.182084906716632,2.5649493574615367
MA0101202311A0000397,역전할머니,역전할머니맥주평택고덕,로데오점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41220,평택시,41220660,고덕동,4122012800,고덕동,4122012800118860001,1886.0,1.0,경기도 평택시 고덕동 1886-1,412204856425,경기도 평택시 고덕갈평5길,경기도 평택시 고덕갈평5길 32,1.0,127.047399705667,37.0565606126961,1526986047,20.0,122.0,평택시 고덕갈평5길 역전할머니,경쟁사,35,41,34.0,3.58351893845611,3.7376696182833684,3.5553480614894135
MA0101202311A0090689,역전할머니,역전할머니맥주소사,본점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41194,부천시 소사구,41194530,소사본동,4119410100,소사본동,4119410100102040015,204.0,15.0,경기도 부천시 소사구 소사본동 204-15,411944355183,경기도 부천시 소사구 소사로159번길,경기도 부천시 소사구 소사로159번길 6,1.0,126.795246906383,37.4726290605576,1788671295,20.0,53.0,소사구 소사로159번길 역전할머니,경쟁사,108,78,7.0,4.6913478822291435,4.3694478524670215,2.0794415416798357
MA010120220802676568,역전할머니,역전할머니맥주시흥,은계점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390540,은행동,4139010600,은행동,4139010600106440000,644.0,,경기도 시흥시 은행동 644,413903351838,경기도 시흥시 은계남로,경기도 시흥시 은계남로 12,,126.80174231903,37.4359329208959,1050993722,20.0,414.0,시흥시 은계남로 역전할머니,경쟁사,131,193,19.0,4.882801922586371,5.267858159063328,2.995732273553991
MA010120220804149290,역전할머니,역전할머니맥주파주,야당점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41480,파주시,41480570,운정3동,4148010800,야당동,4148010800110560000,1056.0,,경기도 파주시 야당동 1056,414803012061,경기도 파주시 경의로,경기도 파주시 경의로 1056,,126.759536132273,37.7115764082662,1046930641,20.0,87.0,파주시 경의로 역전할머니,경쟁사,546,702,104.0,6.304448802421981,6.555356891810665,4.653960350157523
MA010120220805126641,역전할머니,역전할머니맥주군포당동점,군포당동점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41410,군포시,41410520,군포2동,4141010100,당동,4141010100109220002,922.0,2.0,경기도 군포시 당동 922-2,414104400032,경기도 군포시 군포로456번길,경기도 군포시 군포로456번길 16,1.0,126.945116665476,37.3465067751937,1446761157,20.0,114.0,군포시 군포로456번길 역전할머니,경쟁사,202,288,15.0,5.313205979041787,5.666426688112432,2.772588722239781
MA010120220806847902,역전할머니,역전할머니맥주,행신역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281650,행신2동,4128112800,행신동,4128112800107610000,761.0,,경기도 고양시 덕양구 행신동 761,412813192065,경기도 고양시 덕양구 충경로,경기도 고양시 덕양구 충경로 44,,126.834464730004,37.6152915293101,1276398984,20.0,81.0,덕양구 충경로 역전할머니,경쟁사,156,198,23.0,5.056245805348308,5.293304824724492,3.1780538303479458
MA0101202212A0085715,역전할머니,역전할머니맥주,옥정점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41630,양주시,41630580,옥정2동,4163011400,옥정동,4163011400109660002,966.0,2.0,경기도 양주시 옥정동 966-2,416304852469,경기도 양주시 옥정동로7나길,경기도 양주시 옥정동로7나길 15,,127.093393904014,37.820242807094,2032724448,20.0,235.0,양주시 옥정동로7나길 역전할머니,경쟁사,8,0,1.0,2.1972245773362196,0.0,0.6931471805599453
MA0101202212A0028330,역전할머니,역전할머니맥주,반송점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590585,동탄1동,4159012700,반송동,4159012700101070002,107.0,2.0,경기도 화성시 반송동 107-2,415904431485,경기도 화성시 동탄중심상가1길,경기도 화성시 동탄중심상가1길 8,1.0,127.072011175118,37.200096518977,1626443443,20.0,116.0,화성시 동탄중심상가1길 역전할머니,경쟁사,158,193,45.0,5.0689042022202315,5.267858159063328,3.828641396489095
MA0101202210A0005116,역전할머니,역전할머니맥주,송내점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41192,부천시 원미구,41192680,상1동,4119210900,상동,4119210900104090000,409.0,,경기도 부천시 원미구 상동 409,411924352049,경기도 부천시 원미구 부일로199번길,경기도 부천시 원미구 부일로199번길 26,,126.752220403739,37.4898640204971,1902214765,30.0,581.01,원미구 부일로199번길 역전할머니,경쟁사,80,91,11.0,4.394449154672439,4.5217885770490405,2.4849066497880004
MA0101202303A0038215,역전할머니,역전할머니맥주수원,아주대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117550,원천동,4111710200,원천동,4111710200100180016,18.0,16.0,경기도 수원시 영통구 원천동 18-16,411173176009,경기도 수원시 영통구 아주로,경기도 수원시 영통구 아주로 40-7,,127.04439261775,37.2785551404006,1583835753,30.0,180.99,영통구 아주로 역전할머니,경쟁사,234,281,34.0,5.459585514144159,5.641907070938114,3.5553480614894135
MA0101202303A0027256,역전할머니,역전할머니맥주파주산내,마을점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700109350001,935.0,1.0,경기도 파주시 목동동 935-1,414804853905,경기도 파주시 청암로17번길,경기도 파주시 청암로17번길 23,,126.735192006675,37.7292823634642,1098387318,20.0,57.0,파주시 청암로17번길 역전할머니,경쟁사,112,129,27.0,4.727387818712341,4.867534450455582,3.332204510175204
MA0101202305A0023743,역전할머니,역전할머니맥주안양범계점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110480001,1048.0,1.0,경기도 안양시 동안구 호계동 1048-1,411734349200,경기도 안양시 동안구 평촌대로217번길,경기도 안양시 동안구 평촌대로217번길 15,2.0,126.955021922493,37.3906342056822,1957512936,20.0,151.0,동안구 평촌대로217번길 역전할머니,경쟁사,371,494,104.0,5.918893854273146,6.20455776256869,4.653960350157523
MA0101202305A0003711,역전할머니,역전할머니맥주안양수촌,마을점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200113810010,1381.0,10.0,경기도 안양시 동안구 관양동 1381-10,411734349084,경기도 안양시 동안구 관평로305번길,경기도 안양시 동안구 관평로305번길 53,1.0,126.954144462262,37.4036626434559,1068781997,20.0,102.0,동안구 관평로305번길 역전할머니,경쟁사,194,243,32.0,5.272999558563747,5.497168225293202,3.4965075614664802
MA0101202305A0005629,역전할머니,역전할머니맥주동탄,테크노밸리점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100108740000,874.0,,경기도 화성시 영천동 874,415902348100,경기도 화성시 동탄대로,경기도 화성시 동탄대로 636-14,1.0,127.099463709577,37.2102134722763,1744675487,20.0,57.0,화성시 동탄대로 역전할머니,경쟁사,116,134,27.0,4.762173934797756,4.90527477843843,3.332204510175204
MA0101202305A0149526,역전할머니,역전할머니맥주시흥관광호텔점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390591,정왕1동,4139013200,정왕동,4139013200116250002,1625.0,2.0,경기도 시흥시 정왕동 1625-2,413904397626,경기도 시흥시 평안상가4길,경기도 시흥시 평안상가4길 16-6,,126.748692841145,37.3376117239649,1997098203,20.0,224.0,시흥시 평안상가4길 역전할머니,경쟁사,28,31,13.0,3.367295829986474,3.4657359027997265,2.6390573296152584
MA0101202305A0144145,역전할머니,역전할머니맥주고양도래울,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281530,흥도동,4128110500,도내동,4128110500109500000,950.0,,경기도 고양시 덕양구 도내동 950,412813192101,경기도 고양시 덕양구 권율대로,경기도 고양시 덕양구 권율대로 512,,126.870344284768,37.6362663162461,1419560678,20.0,27.0,덕양구 권율대로 역전할머니,경쟁사,62,78,12.0,4.143134726391533,4.3694478524670215,2.5649493574615367
MA0101202305A0011196,역전할머니,역전할머니맥주남양주,퇴계원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360265,퇴계원읍,4136026521,퇴계원읍,4136026521102550015,255.0,15.0,경기도 남양주시 퇴계원읍 퇴계원리 255-15,413604391724,경기도 남양주시 퇴계원읍 퇴계원공원1길,경기도 남양주시 퇴계원읍 퇴계원공원1길 3,1.0,127.142247190826,37.6504152677547,1520975504,20.0,21.0,퇴계원읍 퇴계원공원1길 역전할머니,경쟁사,52,60,9.0,3.970291913552122,4.110873864173311,2.302585092994046
MA0101202305A0007769,역전할머니,역전할머니맥주광주,태전점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41610,광주시,41610560,광남1동,4161011000,태전동,4161011000102620019,262.0,19.0,경기도 광주시 태전동 262-19,416103211040,경기도 광주시 태봉로,경기도 광주시 태봉로 10,1.0,127.230959474086,37.3923183702416,1700121235,60.0,919.98,광주시 태봉로 역전할머니,경쟁사,68,73,16.0,4.23410650459726,4.30406509320417,2.833213344056216
MA0101202305A0043445,역전할머니,역전할머니맥주용인외대점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41461,용인시 처인구,41461253,모현읍,4146125321,모현읍,4146125321107930013,793.0,13.0,경기도 용인시 처인구 모현읍 왕산리 793-13,414613203091,경기도 용인시 처인구 모현읍 외대로,경기도 용인시 처인구 모현읍 외대로 16,,127.251236390988,37.3366928249941,1669752875,20.0,40.0,모현읍 외대로 역전할머니,경쟁사,32,38,8.0,3.4965075614664802,3.6635616461296463,2.1972245773362196
MA0101202303A0121494,역전할머니,역전할머니맥주,김포구래점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570570,구래동,4157010900,구래동,4157010900168820013,6882.0,13.0,경기도 김포시 구래동 6882-13,415703209172,경기도 김포시 김포한강9로,경기도 김포시 김포한강9로 83,,126.624601816835,37.643912232133,1819733849,40.0,198.0,김포시 김포한강9로 역전할머니,경쟁사,195,228,33.0,5.278114659230517,5.43372200355424,3.5263605246161616
MA0101202305A0124039,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590253,봉담읍,4159025325,봉담읍,4159025325100380001,38.0,1.0,경기도 화성시 봉담읍 와우리 38-1,415903210083,경기도 화성시 봉담읍 와우로,경기도 화성시 봉담읍 와우로 99,,126.976667784358,37.2141725003857,1695640440,20.0,111.0,봉담읍 와우로 역전할머니,경쟁사,166,188,20.0,5.117993812416755,5.241747015059643,3.044522437723423
MA0101202303A0116023,역전할머니,역전할머니맥주,야탑점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41135,성남시 분당구,41135620,야탑1동,4113510700,야탑동,4113510700103610013,361.0,13.0,경기도 성남시 분당구 야탑동 361-13,411354340373,경기도 성남시 분당구 장미로86번길,경기도 성남시 분당구 장미로86번길 6,1.0,127.130286775012,37.4131415507188,1662562207,20.0,48.0,분당구 장미로86번길 역전할머니,경쟁사,244,281,61.0,5.501258210544727,5.641907070938114,4.127134385045092
MA0101202302A0080352,역전할머니,역전할머니맥주지축역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281560,효자동,4128110900,지축동,4128110900110070007,1007.0,7.0,경기도 고양시 덕양구 지축동 1007-7,412814858269,경기도 고양시 덕양구 지축1로,경기도 고양시 덕양구 지축1로 45,,126.915331454991,37.6485245207172,1075452973,20.0,29.0,덕양구 지축1로 역전할머니,경쟁사,85,75,22.0,4.454347296253507,4.330733340286331,3.1354942159291497
MA010120220806586814,역전할머니,역전할머니맥주,일산백석점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41285,고양시 일산동구,41285551,백석1동,4128510600,백석동,4128510600112710002,1271.0,2.0,경기도 고양시 일산동구 백석동 1271-2,412854379103,경기도 고양시 일산동구 백석로72번길,경기도 고양시 일산동구 백석로72번길 45-1,1.0,126.788053821492,37.6455804806703,1183679383,20.0,225.0,일산동구 백석로72번길 역전할머니,경쟁사,275,288,38.0,5.62040086571715,5.666426688112432,3.6635616461296463
MA010120220801433567,역전할머니,역전할머니맥주,성균관대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41111,수원시 장안구,41111566,율천동,4111113200,율전동,4111113200102940004,294.0,4.0,경기도 수원시 장안구 율전동 294-4,411114322228,경기도 수원시 장안구 율전로108번길,경기도 수원시 장안구 율전로108번길 23,,126.970562368314,37.298914260637,1156178973,20.0,115.0,장안구 율전로108번길 역전할머니,경쟁사,211,264,57.0,5.356586274672012,5.579729825986222,4.060443010546419
MA010120220809594071,역전할머니,역전할머니맥주평택역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41220,평택시,41220590,신평동,4122011700,합정동,4122011700107300001,730.0,1.0,경기도 평택시 합정동 730-1,412203188137,경기도 평택시 자유로,경기도 평택시 자유로 16,1.0,127.09123803292,36.9929549114917,1961556567,20.0,173.0,평택시 자유로 역전할머니,경쟁사,123,177,37.0,4.820281565605037,5.181783550292085,3.6375861597263857
MA010120220812710094,역전할머니,역전할머니맥주,평택고덕점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41220,평택시,41220660,고덕동,4122012800,고덕동,4122012800120910003,2091.0,3.0,경기도 평택시 고덕동 2091-3,412204856237,경기도 평택시 고덕여염12길,경기도 평택시 고덕여염12길 38,1.0,127.052764255847,37.0428169583822,1855603068,20.0,122.0,평택시 고덕여염12길 역전할머니,경쟁사,90,115,19.0,4.51085950651685,4.7535901911063645,2.995732273553991
MA010120220800460098,역전할머니,역전할머니맥주여주홍문점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41670,여주시,41670510,여흥동,4167010200,홍문동,4167010200102700012,270.0,12.0,경기도 여주시 홍문동 270-12,416704442242,경기도 여주시 세종로79번길,경기도 여주시 세종로79번길 7,,127.636186526263,37.2907387385884,2036202855,20.0,16.0,여주시 세종로79번길 역전할머니,경쟁사,0,0,1.0,0.0,0.0,0.6931471805599453
MA010120220811218321,역전할머니,역전할머니맥주,화정점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281622,화정2동,4128112300,화정동,4128112300109800001,980.0,1.0,경기도 고양시 덕양구 화정동 980-1,412814376366,경기도 고양시 덕양구 화신로272번길,경기도 고양시 덕양구 화신로272번길 34,1.0,126.831843785272,37.6323975512361,1867887935,20.0,409.0,덕양구 화신로272번길 역전할머니,경쟁사,458,550,50.0,6.129050210060545,6.311734809152915,3.9318256327243257
MA0101202212A0044697,역전할머니,역전할머니맥주위례,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41131,성남시 수정구,41131625,위례동,4113110800,창곡동,4113110800105090002,509.0,2.0,경기도 성남시 수정구 창곡동 509-2,411313000238,경기도 성남시 수정구 위례광장로,경기도 성남시 수정구 위례광장로 320,1.0,127.142666047632,37.4721256679357,1773727770,20.0,56.0,수정구 위례광장로 역전할머니,경쟁사,176,220,37.0,5.176149732573829,5.3981627015177525,3.6375861597263857
MA010120220811772759,역전할머니,역전할머니맥주남양점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41590,화성시,41590262,남양읍,4159026221,남양읍,4159026221120740017,2074.0,17.0,경기도 화성시 남양읍 남양리 2074-17,415903210080,경기도 화성시 남양읍 역골로,경기도 화성시 남양읍 역골로 23-26,1.0,126.826170092271,37.2013604700256,1402050649,20.0,86.0,남양읍 역골로 역전할머니,경쟁사,119,160,22.0,4.787491742782046,5.081404364984463,3.1354942159291497
MA010120220812682552,역전할머니,역전할머니맥주이천,중리점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41500,이천시,41500520,중리동,4150010300,중리동,4150010300102010010,201.0,10.0,경기도 이천시 중리동 201-10,415003207040,경기도 이천시 어재연로,경기도 이천시 어재연로 29,,127.444493403532,37.279341805076,1477211341,20.0,192.0,이천시 어재연로 역전할머니,경쟁사,211,222,36.0,5.356586274672012,5.407171771460119,3.6109179126442243
MA010120220808286068,역전할머니,역전할머니맥주송탄출장소점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41220,평택시,41220520,서정동,4122010100,서정동,4122010100108160006,816.0,6.0,경기도 평택시 서정동 816-6,412204364826,경기도 평택시 특구로23번길,경기도 평택시 특구로23번길 11,1.0,127.062620238806,37.0675196110107,1825725375,20.0,60.0,평택시 특구로23번길 역전할머니,경쟁사,47,74,24.0,3.871201010907891,4.31748811353631,3.2188758248682006
